SKU,Quantity,Reason
103015-BabyCarlosDollGlasses,1,CR-UNWANTED_ITEM
hangoverglasses,1,AMZ-PG-APP-STYLE
PowerRangers-Black-SLShirt-XS,1,AMZ-PG-APP-TOO-SMALL
adventure001-L,1,CR-UNWANTED_ITEM
starwars129-XL,1,CR-UNWANTED_ITEM
sbtbslaterjersey-M,1,AMZ-PG-APP-TOO-SMALL
acwig,1,CR-UNWANTED_ITEM
sbtbslaterjersey-L,1,CR-UNWANTED_ITEM
arrested011-L,1,AMZ-PG-APP-TOO-SMALL
wutang001-S,1,AMZ-PG-APP-TOO-SMALL
sbtbslaterjersey-XL,1,AMZ-PG-APP-TOO-LARGE
wwe060red-XL,1,AMZ-PG-APP-TOO-SMALL
blowupguitar,1,CR-UNWANTED_ITEM
bigl012-XL,1,AMZ-PG-APP-TOO-LARGE
ateam001-M,1,AMZ-PG-APP-TOO-SMALL
suicidesquad003-XL,1,AMZ-PG-APP-TOO-SMALL
220901-FreshPrinceCostume-M,1,CR-UNWANTED_ITEM
K4SA2128TV-CobraKaiPants-XL,1,AMZ-PG-APP-TOO-LARGE
220929-LucyDressKids-2-3,1,CR-DEFECTIVE
starwars088-S,1,AMZ-PG-APP-TOO-SMALL
starwars164-L,1,CR-DEFECTIVE
100980-TheQueenMusicBeltArmband,1,CR-UNWANTED_ITEM
220793-MartyShirt-M,1,AMZ-PG-APP-STYLE
hotrodcostumeset-2X,1,CR-ORDERED_WRONG_ITEM
ElvisGlasses001-Silver,1,CR-DEFECTIVE
starwars164-M,1,CR-UNWANTED_ITEM
CowgirlShirt-204051-XL,1,CR-UNWANTED_ITEM
100950-CowboyChaps1,1,CR-MISSED_ESTIMATED_DELIVERY
starwars129-M,1,CR-UNWANTED_ITEM
RetroWigHeadband-1191,1,CR-MISSED_ESTIMATED_DELIVERY
snlbearsVESTsweater-L,1,CR-SWITCHEROO
QF009BBSTV-BlueyPajamas-3T,1,CR-DEFECTIVE
220905-KyleCostume-M,1,CR-ORDERED_WRONG_ITEM
rubiks002-L,1,DID_NOT_LIKE_FABRIC
peanuts044-XL,1,AMZ-PG-APP-TOO-SMALL
GBXX22KBNP-Ghostbusters-LT,1,AMZ-PG-BAD-DESC
TMNTShirt-Youth-Raphael-L,1,DID_NOT_LIKE_FABRIC
QF009BBSTV-BlueyPajamas-3T,1,CR-QUALITY_UNACCEPTABLE
hulk001jrREDN-XL,1,AMZ-PG-APP-STYLE
powerrangers015black-S,1,CR-SWITCHEROO
220844-BoxingRobeKids-Blk,1,CR-MISSED_ESTIMATED_DELIVERY
PowerRangers-Blue-SLShirt-M,1,AMZ-PG-BAD-DESC
220786-LT-DumbDumber-BLUE-L,1,CR-UNWANTED_ITEM
biglpants001-M,1,AMZ-PG-APP-TOO-SMALL
biglpants001-M,1,AMZ-PG-APP-TOO-SMALL
InflatableGiraffe-Adult,1,AMZ-PG-BAD-DESC
sein023-XL,1,AMZ-PG-BAD-DESC
starwars129-XL,1,CR-UNWANTED_ITEM
GBXX22KBNP-Ghostbusters-M,1,AMZ-PG-APP-TOO-LARGE
220916-FlintTropics33Set-S/M,1,CR-UNWANTED_ITEM
